year,mo,data-type,region,extent,area
1990,6,Goddard,N,11.64,9.20
1990,5,Goddard,S,9.72,7.46
1990,5,Goddard,N,13.23,10.90
1990,4,Goddard,S,7.00,5.18
1990,4,Goddard,N,14.65,12.28
1990,3,Goddard,S,3.97,2.79
1990,3,Goddard,N,15.87,13.51
1990,2,Goddard,S,3.04,2.21
1990,2,Goddard,N,15.58,13.42
1990,1,Goddard,S,4.87,3.39
1990,1,Goddard,N,14.78,12.80
1989,12,Goddard,S,9.84,6.70
1989,12,Goddard,N,13.39,11.61
1989,11,Goddard,S,15.73,11.42
1989,11,Goddard,N,11.12,9.46
1989,10,Goddard,S,17.86,13.85
1989,10,Goddard,N,8.83,6.96
1989,9,Goddard,S,18.12,14.48
1989,9,Goddard,N,7.01,4.86
1989,8,Goddard,S,17.47,14.03
1989,8,Goddard,N,7.88,5.56
1989,7,Goddard,S,15.71,12.58
1989,7,Goddard,N,10.13,7.33
1989,6,Goddard,S,13.58,10.81
1989,6,Goddard,N,12.24,9.95
1989,5,Goddard,S,10.30,8.00
1989,5,Goddard,N,13.04,11.35
1989,4,Goddard,S,6.31,4.50
1989,4,Goddard,N,14.33,12.36
1989,3,Goddard,S,3.93,2.59
1989,3,Goddard,N,15.42,13.21
1989,2,Goddard,S,2.98,2.03
1989,2,Goddard,N,15.50,13.36
1989,1,Goddard,S,4.74,3.17
1989,1,Goddard,N,14.95,13.18
1988,12,Goddard,S,11.06,7.40
1988,12,Goddard,N,13.63,11.99
1988,11,Goddard,S,16.15,12.29
1988,11,Goddard,N,11.33,9.91
1988,10,Goddard,S,18.36,14.41
1988,10,Goddard,N,9.13,7.52
1988,9,Goddard,S,18.31,14.20
1988,9,Goddard,N,7.37,5.36
1988,8,Goddard,S,17.56,13.98
1988,8,Goddard,N,7.89,5.42
1988,7,Goddard,S,15.75,12.62
1988,7,Goddard,N,9.81,7.01
1988,6,Goddard,S,13.09,10.28
1988,6,Goddard,N,11.94,9.68
1988,5,Goddard,S,9.60,7.23
1988,5,Goddard,N,13.56,11.41
1988,4,Goddard,S,6.29,4.44
1988,4,Goddard,N,15.12,13.18
1988,3,Goddard,S,3.97,2.59
1988,3,Goddard,N,15.96,13.90
1988,2,Goddard,S,2.89,1.90
1988,2,Goddard,N,15.58,13.57
1988,1,-9999,S,-9999,-9999
1988,1,-9999,N,-9999,-9999
1987,12,-9999,S,-9999,-9999
1987,12,-9999,N,-9999,-9999
1987,11,Goddard,S,15.58,11.23
1987,11,Goddard,N,11.22,9.73
1987,10,Goddard,S,17.67,13.71
1987,10,Goddard,N,9.05,7.49
1987,9,Goddard,S,18.25,14.27
1987,9,Goddard,N,7.28,5.64
1987,8,Goddard,S,17.60,14.02
1987,8,Goddard,N,7.63,-9999
1987,7,Goddard,S,15.75,12.50
1987,7,Goddard,N,10.33,6.55
1987,6,Goddard,S,12.68,9.91
1987,6,Goddard,N,12.49,9.39
1987,5,Goddard,S,9.69,7.53
1987,5,Goddard,N,13.74,10.97
1987,4,Goddard,S,6.80,5.04
1987,4,Goddard,N,15.21,12.35
1987,3,Goddard,S,4.11,2.75
1987,3,Goddard,N,15.82,12.83
1987,2,Goddard,S,3.25,2.00
1987,2,Goddard,N,16.05,13.02
1987,1,Goddard,S,5.13,3.31
1987,1,Goddard,N,14.97,11.90
1986,12,Goddard,S,9.65,6.49
1986,12,Goddard,N,13.22,10.53
1986,11,Goddard,S,15.01,10.87
1986,11,Goddard,N,11.45,8.87
1986,10,Goddard,S,17.18,13.32
1986,10,Goddard,N,9.48,6.83
1986,9,Goddard,S,17.68,13.88
1986,9,Goddard,N,7.41,4.72
1986,8,Goddard,S,17.00,13.46
1986,8,Goddard,N,7.98,5.01
1986,7,Goddard,S,15.32,12.09
1986,7,Goddard,N,10.15,6.62
1986,6,Goddard,S,12.69,9.72
1986,6,Goddard,N,11.98,8.99
1986,5,Goddard,S,9.30,7.04
1986,5,Goddard,N,13.38,10.70
1986,4,Goddard,S,6.39,4.56
1986,4,Goddard,N,15.06,12.04
1986,3,Goddard,S,3.70,2.38
1986,3,Goddard,N,15.91,12.72
1986,2,Goddard,S,3.19,2.00
1986,2,Goddard,N,15.78,12.62
1986,1,Goddard,S,5.42,3.43
1986,1,Goddard,N,14.89,11.88
1985,12,Goddard,S,11.35,7.46
1985,12,Goddard,N,13.05,10.24
1985,11,Goddard,S,16.14,12.34
1985,11,Goddard,N,11.02,8.42
1985,10,Goddard,S,18.20,14.37
1985,10,Goddard,N,8.55,6.12
1985,9,Goddard,S,18.70,14.72
1985,9,Goddard,N,6.70,4.23
1985,8,Goddard,S,17.63,14.24
1985,8,Goddard,N,7.40,4.60
1985,7,Goddard,S,15.72,12.48
1985,7,Goddard,N,9.74,5.99
1985,6,Goddard,S,13.43,10.51
1985,6,Goddard,N,12.22,8.96
1985,5,Goddard,S,10.15,7.84
1985,5,Goddard,N,14.07,11.25
1985,4,Goddard,S,6.49,4.74
1985,4,Goddard,N,15.36,12.54
1985,3,Goddard,S,3.72,2.54
1985,3,Goddard,N,15.89,12.75
1985,2,Goddard,S,2.84,1.83
1985,2,Goddard,N,15.47,12.48
1985,1,Goddard,S,4.46,2.87
1985,1,Goddard,N,14.72,11.69
1984,12,Goddard,S,10.47,6.96
1984,12,Goddard,N,12.99,10.27
1984,11,Goddard,S,16.13,12.06
1984,11,Goddard,N,10.84,8.24
1984,10,Goddard,S,17.57,13.73
1984,10,Goddard,N,8.56,5.91
1984,9,Goddard,S,18.17,14.27
1984,9,Goddard,N,6.81,4.11
1984,8,Goddard,S,17.93,14.23
1984,8,Goddard,N,7.77,4.68
1984,7,Goddard,S,16.40,13.38
1984,7,Goddard,N,9.98,6.30
1984,6,Goddard,S,13.23,10.64
1984,6,Goddard,N,12.15,9.09
1984,5,Goddard,S,9.75,7.41
1984,5,Goddard,N,13.58,10.88
1984,4,Goddard,S,6.42,4.53
1984,4,Goddard,N,15.01,12.18
1984,3,Goddard,S,3.61,2.34
1984,3,Goddard,N,15.58,12.55
1984,2,Goddard,S,2.68,1.75
1984,2,Goddard,N,15.30,12.26
1984,1,Goddard,S,4.78,2.93
1984,1,Goddard,N,14.47,11.68
1983,12,Goddard,S,10.39,6.71
1983,12,Goddard,N,13.30,10.63
1983,11,Goddard,S,16.01,11.57
1983,11,Goddard,N,11.46,8.99
1983,10,Goddard,S,17.92,13.92
1983,10,Goddard,N,9.33,6.79
1983,9,Goddard,S,18.59,14.68
1983,9,Goddard,N,7.39,4.70
1983,8,Goddard,S,17.25,13.84
1983,8,Goddard,N,8.19,4.97
1983,7,Goddard,S,15.47,12.37
1983,7,Goddard,N,10.57,6.86
1983,6,Goddard,S,12.64,9.77
1983,6,Goddard,N,12.30,9.27
1983,5,Goddard,S,9.53,7.16
1983,5,Goddard,N,13.49,10.87
1983,4,Goddard,S,6.47,4.70
1983,4,Goddard,N,15.17,12.21
1983,3,Goddard,S,4.02,2.62
1983,3,Goddard,N,16.09,12.93
1983,2,Goddard,S,3.07,1.91
1983,2,Goddard,N,16.01,12.94
1983,1,Goddard,S,4.77,3.21
1983,1,Goddard,N,14.94,12.01
1982,12,Goddard,S,9.22,6.31
1982,12,Goddard,N,13.64,10.88
1982,11,Goddard,S,15.54,11.27
1982,11,Goddard,N,11.63,9.06
1982,10,Goddard,S,17.79,13.74
1982,10,Goddard,N,9.42,6.67
1982,9,Goddard,S,18.35,14.53
1982,9,Goddard,N,7.30,4.43
1982,8,Goddard,S,17.79,14.28
1982,8,Goddard,N,8.14,5.00
1982,7,Goddard,S,15.87,12.47
1982,7,Goddard,N,10.37,6.87
1982,6,Goddard,S,13.42,10.50
1982,6,Goddard,N,12.48,9.46
1982,5,Goddard,S,10.76,8.27
1982,5,Goddard,N,13.97,11.17
1982,4,Goddard,S,7.72,5.79
1982,4,Goddard,N,15.47,12.63
1982,3,Goddard,S,4.29,2.84
1982,3,Goddard,N,16.04,13.07
1982,2,Goddard,S,3.13,1.86
1982,2,Goddard,N,15.97,12.87
1982,1,Goddard,S,5.26,3.25
1982,1,Goddard,N,15.18,12.19
1981,12,Goddard,S,10.89,7.02
1981,12,Goddard,N,13.34,10.54
1981,11,Goddard,S,16.11,12.07
1981,11,Goddard,N,10.93,8.31
1981,10,Goddard,S,18.29,14.43
1981,10,Goddard,N,8.86,6.27
1981,9,Goddard,S,18.60,14.78
1981,9,Goddard,N,7.14,4.44
1981,8,Goddard,S,17.74,14.16
1981,8,Goddard,N,7.84,4.48
1981,7,Goddard,S,16.04,12.78
1981,7,Goddard,N,10.27,6.31
1981,6,Goddard,S,13.11,10.16
1981,6,Goddard,N,12.43,9.03
1981,5,Goddard,S,9.35,7.08
1981,5,Goddard,N,13.80,10.99
1981,4,Goddard,S,5.84,4.07
1981,4,Goddard,N,15.01,12.24
1981,3,Goddard,S,3.39,2.16
1981,3,Goddard,N,15.63,12.71
1981,2,Goddard,S,2.87,1.74
1981,2,Goddard,N,15.60,12.53
1981,1,Goddard,S,4.41,2.84
1981,1,Goddard,N,14.91,11.91
1980,12,Goddard,S,10.16,6.56
1980,12,Goddard,N,13.59,10.78
1980,11,Goddard,S,16.13,11.84
1980,11,Goddard,N,11.38,8.73
1980,10,Goddard,S,18.57,14.57
1980,10,Goddard,N,9.18,6.50
1980,9,Goddard,S,18.82,14.87
1980,9,Goddard,N,7.67,4.87
1980,8,Goddard,S,17.81,13.96
1980,8,Goddard,N,7.98,4.94
1980,7,Goddard,S,15.56,12.18
1980,7,Goddard,N,10.10,6.53
1980,6,Goddard,S,12.49,9.58
1980,6,Goddard,N,12.20,9.00
1980,5,Goddard,S,8.86,6.44
1980,5,Goddard,N,13.79,10.96
1980,4,Goddard,S,5.40,3.68
1980,4,Goddard,N,15.43,12.52
1980,3,Goddard,S,3.29,2.11
1980,3,Goddard,N,16.04,12.99
1980,2,Goddard,S,2.82,1.85
1980,2,Goddard,N,15.96,12.90
1980,1,Goddard,S,4.56,3.08
1980,1,Goddard,N,14.86,11.94
1979,12,Goddard,S,9.24,6.24
1979,12,Goddard,N,13.34,10.63
1979,11,Goddard,S,15.34,11.32
1979,11,Goddard,N,10.94,8.37
1979,10,Goddard,S,17.82,13.72
1979,10,Goddard,N,8.75,6.19
1979,9,Goddard,S,18.20,14.29
1979,9,Goddard,N,7.05,4.58
1979,8,Goddard,S,17.70,13.79
1979,8,Goddard,N,8.04,5.06
1979,7,Goddard,S,16.52,13.26
1979,7,Goddard,N,10.31,6.69
1979,6,Goddard,S,14.19,11.22
1979,6,Goddard,N,12.53,9.34
1979,5,Goddard,S,10.83,8.30
1979,5,Goddard,N,13.86,11.11
1979,4,Goddard,S,7.49,5.45
1979,4,Goddard,N,15.45,12.53
1979,3,Goddard,S,4.00,2.66
1979,3,Goddard,N,16.34,13.21
1979,2,Goddard,S,3.14,2.11
1979,2,Goddard,N,16.18,13.18
1979,1,Goddard,S,5.40,3.47
1979,1,Goddard,N,15.41,12.41
1978,12,Goddard,S,10.40,6.97
1978,12,Goddard,N,13.67,10.90
1978,11,Goddard,S,15.90,11.69
1978,11,Goddard,N,11.65,9.04
